ID,性別,高齢者フラグ,既婚,扶養家族,在職期間,電話サービス,複数回線,インターネットサービス,セキュリティサービス,バックアップサービス,機器予防サービス,テクニカルサポート,ストリーミングサービス（TV),ストリーミングサービス（映画),契約期間,電子請求書,支払い方法,月額支払額,通算支払額,解約
2929-QNSRW,女性,非高齢者,既婚,なし,56,あり,複数回線,Fiber optic,なし,あり,なし,なし,あり,あり,1年更新,電子請求書,電子決済,98.25,5508.35,Yes
1262-OPMFY,女性,非高齢者,既婚,なし,9,あり,1回線,Fiber optic,なし,なし,あり,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,75.75,655.9,Yes
9504-DSHWM,男性,非高齢者,未婚,なし,20,あり,複数回線,DSL,あり,なし,なし,あり,なし,なし,毎月更新,紙請求書,口座引き落とし,59.2,1191.2,No
5035-BVCXS,男性,非高齢者,未婚,なし,11,あり,1回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,75.9,866.4,No
6267-DCFFZ,女性,高齢者,既婚,なし,30,あり,複数回線,Fiber optic,なし,あり,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,90.05,2627.2,No
3533-UVMOM,男性,非高齢者,既婚,なし,68,あり,1回線,DSL,あり,あり,あり,なし,なし,あり,2年更新,紙請求書,口座引き落とし,70.95,4741.45,No
2439-LYPMQ,男性,高齢者,既婚,なし,38,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,102.6,4009.2,No
4248-QPAVC,女性,高齢者,既婚,なし,17,あり,複数回線,Fiber optic,あり,なし,あり,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,85.35,1463.45,Yes
1899-VXWXM,男性,非高齢者,未婚,なし,48,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,1年更新,電子請求書,クレジットカード,106.1,5082.8,Yes
1478-VPOAD,女性,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,43.8,43.8,No
9995-HOTOH,男性,非高齢者,既婚,あり,63,なし,電話契約なし,DSL,あり,あり,あり,なし,あり,あり,2年更新,紙請求書,電子決済,59,3707.6,No
2988-PLAHS,女性,非高齢者,未婚,なし,3,あり,1回線,DSL,なし,なし,あり,なし,あり,あり,1年更新,電子請求書,電子決済,69.95,220.45,No
1371-OJCEK,女性,非高齢者,未婚,なし,48,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,口座引き落とし,24.35,1133.7,No
4999-IEZLT,男性,非高齢者,未婚,なし,66,なし,電話契約なし,DSL,なし,なし,なし,あり,なし,なし,1年更新,紙請求書,クレジットカード,29.45,1983.15,No
8883-ANODQ,女性,非高齢者,既婚,あり,68,あり,複数回線,Fiber optic,なし,あり,あり,なし,なし,なし,2年更新,電子請求書,クレジットカード,84.4,5746.75,No
4690-LLKUA,男性,高齢者,未婚,なし,17,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,45.05,770.6,Yes
2351-RRBUE,女性,非高齢者,既婚,あり,7,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,20.65,134.05,No
5980-BDHPY,男性,非高齢者,既婚,なし,72,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,87.1,6230.1,No
1498-DQNRX,女性,非高齢者,既婚,なし,29,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,19.85,573.05,No
9469-WEJBT,男性,非高齢者,既婚,なし,37,あり,1回線,Fiber optic,なし,なし,あり,あり,なし,あり,毎月更新,電子請求書,電子決済,90.35,3419.3,No
3331-HQDTW,女性,非高齢者,未婚,なし,34,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,毎月更新,電子請求書,郵送小切手,109.8,3587.25,Yes
9490-DFPMD,女性,高齢者,未婚,なし,42,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,84.65,3541.35,Yes
2581-VKIRT,女性,非高齢者,既婚,あり,59,あり,複数回線,DSL,あり,あり,なし,あり,なし,なし,1年更新,紙請求書,郵送小切手,65.5,3801.3,No
5442-XSDCW,男性,非高齢者,既婚,あり,11,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,口座引き落とし,79.5,868.5,Yes
7426-WEIJX,男性,高齢者,既婚,あり,60,あり,複数回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,80.95,4859.1,No
2851-MMUTZ,女性,非高齢者,未婚,なし,27,あり,1回線,DSL,なし,あり,なし,あり,なし,なし,毎月更新,電子請求書,郵送小切手,56.15,1439.35,No
3049-NDXFL,女性,非高齢者,未婚,なし,1,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,紙請求書,郵送小切手,85.8,85.8,Yes
8580-AECUZ,男性,高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,79.1,79.1,Yes
3307-TLCUD,男性,非高齢者,既婚,なし,17,なし,電話契約なし,DSL,あり,なし,あり,なし,なし,なし,毎月更新,紙請求書,郵送小切手,34.4,592.75,No
6625-FLENO,男性,非高齢者,既婚,なし,58,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,20.75,1185.95,No
2967-MXRAV,男性,非高齢者,既婚,あり,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,18.8,18.8,No
7963-GQRMY,女性,非高齢者,既婚,あり,3,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,44.3,134.5,Yes
8189-HBVRW,女性,非高齢者,未婚,なし,53,あり,複数回線,Fiber optic,あり,あり,あり,なし,なし,なし,毎月更新,紙請求書,電子決済,90.8,4921.2,No
4163-KIUHY,男性,非高齢者,未婚,なし,35,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,電子決済,25.6,901.25,No
1228-FZFRV,男性,非高齢者,既婚,あり,50,あり,複数回線,Fiber optic,あり,なし,あり,なし,あり,あり,毎月更新,紙請求書,クレジットカード,105.95,5341.8,Yes
3500-NSDOA,男性,非高齢者,既婚,あり,68,あり,複数回線,DSL,なし,あり,なし,あり,なし,あり,2年更新,紙請求書,クレジットカード,70.8,4859.95,No
1171-TYKUR,男性,非高齢者,既婚,なし,47,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,電子決済,25.4,1139.2,No
3761-FLYZI,女性,高齢者,既婚,なし,65,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,108.8,7082.45,No
2058-DCJBE,男性,非高齢者,未婚,なし,5,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,69.75,324.6,Yes
5364-XYIRR,男性,非高齢者,既婚,なし,51,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,94.65,4812.75,Yes
4829-AUOAX,女性,非高齢者,未婚,なし,46,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,紙請求書,口座引き落とし,96.05,4399.5,Yes
1219-NNDDO,女性,非高齢者,未婚,なし,9,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,76.85,663.55,No
8388-DMKAE,女性,非高齢者,未婚,なし,8,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,20.25,174.65,No
4403-BWPAY,男性,非高齢者,未婚,なし,14,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,クレジットカード,24.8,321.7,No
9659-QEQSY,女性,非高齢者,未婚,なし,45,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,毎月更新,電子請求書,電子決済,115.65,5125.5,No
5405-ZMYXQ,女性,非高齢者,未婚,なし,8,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,74.6,548.9,No
5047-LHVLY,男性,高齢者,未婚,あり,1,あり,1回線,DSL,なし,なし,あり,なし,なし,なし,毎月更新,電子請求書,郵送小切手,50.15,50.15,Yes
1442-OKRJE,男性,非高齢者,既婚,あり,66,あり,1回線,Fiber optic,あり,あり,あり,なし,あり,あり,1年更新,電子請求書,口座引き落とし,103.15,7031.3,No
4737-AQCPU,男性,非高齢者,既婚,あり,72,あり,複数回線,DSL,あり,あり,あり,あり,なし,なし,2年更新,紙請求書,クレジットカード,72.1,5016.65,No
9158-VCTQB,女性,非高齢者,既婚,なし,41,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,毎月更新,電子請求書,口座引き落とし,113.6,4594.95,Yes
2808-CHTDM,女性,非高齢者,既婚,あり,23,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,25.1,611.45,No
6311-UEUME,女性,非高齢者,未婚,なし,29,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,78.9,2384.15,Yes
0793-TWELN,女性,非高齢者,未婚,なし,4,あり,複数回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,80.15,319.85,No
3283-WCWXT,男性,非高齢者,既婚,あり,6,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,25.4,153.3,No
1060-ENTOF,女性,高齢者,既婚,なし,67,あり,複数回線,Fiber optic,あり,あり,あり,あり,なし,あり,1年更新,電子請求書,クレジットカード,105.4,7035.6,No
0999-QXNSA,男性,高齢者,未婚,あり,7,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,45.75,344.2,No
5451-MHQOF,男性,非高齢者,既婚,あり,56,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,郵送小切手,24.45,1431.65,No
4836-WNFNO,女性,非高齢者,既婚,なし,72,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,25,1849.2,No
9225-BZLNZ,男性,非高齢者,既婚,なし,72,あり,複数回線,DSL,あり,あり,あり,なし,あり,あり,2年更新,電子請求書,電子決済,85.25,6083.1,No
0354-VXMJC,男性,非高齢者,既婚,あり,23,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,19.6,426.65,No
4422-QVIJA,女性,非高齢者,未婚,あり,35,あり,複数回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,50.15,1655.35,No
9365-SRSZE,男性,高齢者,既婚,なし,27,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,70.55,1943.9,No
6839-ITVZJ,女性,非高齢者,既婚,あり,26,あり,複数回線,DSL,なし,あり,なし,あり,なし,なし,毎月更新,電子請求書,電子決済,60.05,1616.15,Yes
8332-OSJDW,男性,非高齢者,既婚,あり,12,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,26.4,314.95,No
4735-BJKOU,女性,非高齢者,未婚,なし,40,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,20.15,804.85,No
0274-JKUJR,男性,非高齢者,既婚,あり,7,なし,電話契約なし,DSL,あり,あり,あり,なし,あり,あり,毎月更新,紙請求書,郵送小切手,58.85,465.7,No
5740-YHGTW,男性,非高齢者,既婚,あり,70,あり,複数回線,Fiber optic,あり,あり,なし,なし,あり,なし,毎月更新,電子請求書,クレジットカード,97.55,6669.05,No
8917-SZTTJ,男性,非高齢者,既婚,あり,60,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,19.65,1161.75,No
